,Golden_grains
2466,1039070.9790305174
2467,1572762.7819034376
2468,1082327.1501131137
2469,1054865.8417101495
2470,932478.9814758254
2471,1254636.8954043034
2472,1483137.8253625764
2473,1475717.445342612
2474,1541900.4060036503
2475,1051904.916992479
2476,1404903.0683266674
2477,1235695.0099691215
2478,1342258.075422113
2479,1186225.5575173616
2480,1402459.047073943
2481,1410741.4628068625
2482,1207090.0590931086
2483,1445757.9565927726
2484,1228544.363532103
2485,1266118.6733629128
2486,1214266.0591506986
2487,1089950.6857667742
2488,1337959.8166644103
2489,1202262.8769568962
2490,1433106.5937895447
2491,1159950.9785706468
2492,1368412.2856614545
2493,1294600.6390680813
2494,1267105.8251244356
2495,1530871.751652849
2496,1333350.7449575614
2497,1350436.9083904317
2498,1479104.6628783501
2499,1399278.919963275
2500,1424734.5881384136
2501,1455667.2106827733
2502,1401950.4364479424
2503,1279567.8378023033
2504,1388564.5222574028
2505,1374558.6415970328
2506,1369826.4438313346
2507,1165494.9335751256
2508,1068185.4963080848
2509,1202289.614191691
2510,1284783.177966349
2511,1506818.4988904141
2512,1306830.6174006355
2513,1383722.5216193355
2514,1251166.9722893948
2515,1500281.1636104675
2516,1288927.7016723934
2517,1391747.418318376
2518,1421288.211036154
2519,1556529.3991130642
2520,1144990.5801234108
2521,1117636.1294928202
2522,1359070.4991327613
2523,1286863.3428336226
2524,1518329.9503301992
2525,1321531.0315512677
2526,1388099.153775918
2527,1195198.6324504614
2528,1494273.7044022775
2529,1338964.4498093373
2530,1589898.8882945315
2531,1347448.2693758649
2532,1143513.9680351194
2533,1338680.8845544118
2534,1393118.6009833748
2535,1273959.2622942373
2536,1570996.160274442
2537,1404700.086943475
2538,1468628.7557040632
2539,1277668.4051337333
2540,1466540.6915039385
2541,1214886.7202937629
2542,1388298.9568791734
2543,1261055.5545053782
2544,1517462.1018229171
2545,1324340.1985284747
2546,1388003.1746110725
2547,1239806.2178761
2548,1114267.672260512
2549,1436719.3741763995
2550,1177829.8724163312
2551,1671946.0904164845
2552,1213884.8541506322
2553,1320681.594231925
2554,1066128.5606782464
2555,1411400.8115910015
2556,1352493.7119499603
2557,1024053.6081694217
2558,1293719.783785331
2559,1279961.8351207974
2560,1053292.1572348892
2561,1524819.4272669544
2562,1411215.6958449457
2563,1251221.7501487145
2564,1494320.0429664056
2565,1565368.3672511023
2566,1341049.3549965953
2567,1428230.3846542106
2568,1283539.2414558777
2569,1357803.1210221776
2570,1163070.4954291205
2571,1411036.025363287
2572,1527346.240417329
2573,1474503.4550410868
2574,1010354.1453765606
2575,1320993.8593373557
2576,1327428.2904175457
2577,1053652.9694295784
2578,1429100.649103383
2579,1311019.0917402683
2580,1301185.2045557823
2581,1451767.2095968516
2582,1120830.6810018714
2583,1536379.726348037
2584,1517832.572541224
2585,1170831.9067813982
2586,1395465.833057131
2587,1408907.639401993
2588,1536556.5231145862
2589,1404834.1536200736
2590,1178012.1305172879
2591,1404466.1697295122
2592,1410890.4580516268
2593,1427733.7128980735
2594,1039364.3720462028
2595,1291773.1034330486
2596,1468903.4713797758
2597,1422797.944432317
2598,1263099.7319075929
2599,1370324.1014517983
2600,1218224.9059164498
2601,1294813.7370387767
2602,1405064.5047893582
2603,1078199.7106873284
2604,1372431.0301737587
2605,1450162.603313986
2606,1275013.3494849158
2607,1624504.68525478
2608,1249137.5517856893
2609,1271676.0723497688
2610,1383620.5871406652
2611,1488815.3919414098
2612,1646975.2464795758
2613,1197118.165816844
2614,1497032.748167329
2615,1385457.7620963135
2616,1339275.7951843566
2617,1525238.464985358
2618,1369610.5690006514
2619,1447025.6156646574
2620,1435615.1633427904
2621,1409388.2335322315
2622,1334615.8077248666
2623,1423469.8113024493
2624,1224147.8637247283
2625,1312552.1905717794
2626,1169640.3820768853
2627,1505662.465080388
2628,1506356.382346437
2629,1260570.017248549
2630,1256303.6205936277
2631,1522369.2615834007
2632,1460416.0450354733
2633,1181949.8757669302
2634,1501531.8666999992
2635,840807.4116663192
2636,1533410.5876951474
2637,1421985.3318575502
2638,1378071.7859801052
2639,1261379.6430026933
2640,1344611.5066462962
2641,1541786.536821379
2642,1384002.3379959748
2643,1369867.833516464
2644,1324848.2624926434
2645,1478010.8716634458
2646,1229832.325691256
2647,1002926.4074461687
2648,1475809.2513010951
2649,926651.239902225
2650,1264765.8480313425
2651,1297399.087235576
2652,1271782.5665127998
2653,1470622.5965051427
2654,1492346.7992155314
2655,1448902.96164383
2656,1400600.4923162616
2657,1418479.698718039
2658,957794.2546200594
2659,1451130.5637353607
2660,1212048.8661143589
2661,1490657.2718894333
2662,1159386.838373557
2663,1607456.7374193121
2664,1460477.6344837586
2665,1275705.7165609829
2666,1208661.754824474
2667,1341464.8558092385
2668,1432025.79106759
2669,1506519.6418597142
2670,1397825.847962633
2671,1343059.9486550011
2672,1160452.1286219899
2673,1300944.2401193033
2674,1295680.517069093
2675,1544895.7619543767
2676,1148373.1558685335
2677,1286711.0596418798
2678,1429205.5087765781
2679,1190595.1705318817
2680,1507127.1574582807
2681,1433457.605535991
2682,1312975.5397522217
2683,1258387.1469313616
2684,1339742.5948541034
2685,1435226.15337624
2686,1275027.2857915063
2687,1324496.7597631433
2688,1264404.9280952474
2689,1394501.8005692314
2690,1459585.140151716
2691,1140925.587858445
2692,1401091.234562009
2693,1137899.0781132355
2694,1476481.2368413683
2695,1439797.7302631794
2696,1260006.83035529
2697,1385060.6074366176
2698,1397992.6670551896
2699,1066586.782465521
2700,1216064.0544219466
2701,1437453.2956729548
2702,1584316.011723164
2703,1473136.9404608107
2704,1129909.8163499502
2705,1387601.2978891067
2706,1417793.5434454384
2707,1129478.4960643705
2708,1281696.988184218
2709,1328091.2738349913
2710,1231448.0024793323
2711,1041543.2076489337
2712,1045297.8164891109
2713,1062329.4293880595
2714,1168045.2539279182
2715,1315645.8104789078
2716,1327387.0552391876
2717,1136150.8330520939
2718,1028437.9058658666
2719,1190010.6048296364
2720,1392364.224605358
2721,1447339.9419023038
2722,1351658.5728618507
2723,1362285.4824796687
2724,1383667.559903637
2725,1460238.6849740495
2726,1457984.869630195
2727,1278636.197548503
2728,1318934.3446883936
2729,1488303.464791409
2730,1524080.6958250883
2731,1426139.8343630543
2732,1415288.7134442956
2733,1518874.0057574832
2734,1081847.0092742282
2735,1419752.1850616746
2736,1359184.4033542213
2737,1482324.8494400044
2738,1561064.951771351
2739,1363830.2616268077
2740,1011549.6098116012
2741,1209800.0210731125
2742,1082489.013087228
2743,1403004.2476567084
2744,1419271.8351887055
2745,1347025.1921531416
2746,1421045.403702339
2747,1315193.12363944
2748,1309542.49725612
2749,1276780.534886003
2750,1552566.194025856
2751,1201003.5084470867
2752,1346029.947413194
2753,880866.0479028249
2754,1307980.99813465
2755,1085053.434191077
2756,1296035.5140506658
2757,1326320.9172525788
2758,722155.14762898
2759,1379645.0055738115
2760,1247682.9488308285
2761,1441493.438936871
2762,1349292.4249096864
2763,1482698.7145881755
2764,1307707.7322155954
2765,1457154.0857817195
2766,1253009.1509973754
2767,1208437.0374102455
2768,1155611.3103845187
2769,1191965.3325827434
2770,1218264.1790393274
2771,1129169.9873814462
2772,1406105.9613435282
2773,1621964.1779031716
2774,1174273.2786347517
2775,1424851.3574602907
2776,1303982.6882370235
2777,1426197.4378691881
2778,968384.4117357429
2779,898877.349328099
2780,1417764.42616396
2781,1392105.2069795767
2782,1478419.9802616923
2783,1454528.9068157042
2784,1422872.2074503135
2785,1337253.0810225375
2786,1274240.5788565977
2787,1096077.9828417557
2788,1148558.1222152782
2789,1384805.778179486
2790,1723726.053917618
2791,1336123.2384424803
2792,1261303.5865841014
2793,1418229.3860025862
2794,1533269.396444206
2795,949496.5832116005
2796,1505282.2158667047
2797,1390765.0011630391
2798,1215811.0156912028
2799,1467057.641703254
2800,1404080.8924000668
2801,1251343.1168611757
2802,1403411.0820190297
2803,1306051.9296710223
2804,1378801.437269473
2805,1173617.0358861454
2806,1404573.73824822
2807,1236732.7966982638
2808,1439563.2529172378
2809,1439638.7590116553
2810,1186578.1183247846
2811,1053771.8349278015
2812,965586.5889744104
2813,964673.816064912
2814,838875.7756010697
2815,1399859.2088185896
2816,1236414.2993108926
2817,1364280.1353248493
2818,869531.9148308396
2819,1503862.5577135403
2820,1313309.9811498441
2821,1455246.5376582074
2822,1422422.4158989594
2823,1287012.2976198052
2824,1406105.8999140146
2825,968565.1654241516
2826,1525701.1515719888
2827,1298051.6561615106
2828,1078789.7070694044
2829,1507537.5310631585
2830,1168212.726070075
2831,1480970.7884406275
2832,1351577.1975489554
2833,1560700.8998195014
2834,1311529.9409692262
2835,1440681.4679047216
2836,1257396.2752506381
2837,1298415.5234351177
2838,995929.979054819
2839,1513281.92424571
2840,1392542.3077234323
2841,905581.1139788452
2842,1567930.3283164657
2843,1574251.6785091916
2844,1445462.689946471
2845,1301344.677198078
2846,890593.3227307238
2847,1414164.215355861
2848,1057827.0932277238
2849,1023025.3436524364
2850,1230581.0817990443
2851,1437880.5917272042
2852,1363010.3145706588
2853,1040270.0469778747
2854,1330630.4716479206
2855,1091398.2638514685
2856,1374085.0032241496
2857,1457962.1095415594
2858,1439983.4650136647
2859,1197091.3837888057
2860,1369057.1331657758
2861,1160734.86539318
2862,1561925.560614129
2863,1254744.9912698912
2864,1336358.4390777058
2865,1409938.8859406726
2866,1493069.1425326755
2867,1446560.7337044615
2868,1430404.4832307594
2869,1433822.3257814008
2870,1378921.4859309103
2871,1267226.6843311454
2872,1247249.1609599644
2873,1380188.842861649
2874,1341513.6262177886
2875,1481574.403850929
2876,1113735.3457634766
2877,1322968.9718102932
2878,1126611.817557355
2879,1337403.2551275415
2880,1491850.5211285711
2881,1313821.9938585442
2882,1247638.2581442546
2883,1118933.1261226241
2884,1108790.8971947432
2885,1270806.852345476
2886,921361.5056349606
2887,1263106.2093439063
2888,1286155.9721536066
2889,1447284.1342662666
2890,1375845.8418626965
2891,1261418.2308212726
2892,1154101.781345819
2893,1542050.4957054649
2894,1269268.2767815238
2895,1150082.860042311
2896,1089009.711058802
2897,1352893.0671288082
2898,1242990.6880587982
2899,1113376.5290645885
2900,1315606.9214356854
2901,1447374.6588545623
2902,968777.7436145709
2903,1089908.6978999777
2904,1256134.3883878074
2905,1447805.9478555247
2906,1451265.2446129725
2907,1471228.9105811587
2908,1293204.510795439
2909,1268606.7534561185
2910,1113148.80723668
2911,1414166.5298772473
2912,1119735.8735776395
2913,1341973.9581618041
2914,1210331.3910580985
2915,1228175.740966616
2916,1426857.934245728
2917,1040591.416037632
2918,1478965.1161169114
2919,1092959.7915828375
2920,1282353.0134197124
2921,1163173.9050552105
2922,1051679.9017188218
2923,1403575.5024843265
2924,1320276.3911505116
2925,1262907.2116198565
2926,1456379.7353585137
2927,1190939.8124799398
2928,1503523.4027336456
2929,1351514.2821060643
2930,1465152.8103007611
2931,1425450.108902411
2932,1288073.1418995967
2933,1309877.008033021
2934,1565144.4237910402
2935,1470626.4467472238
2936,1404200.6647243677
2937,1563197.3864366293
2938,1325922.9048119644
2939,1334156.5124101925
2940,1399939.4337255815
2941,1437921.7427995487
2942,1114326.541404628
2943,1464102.1251467564
2944,1088530.6730237533
2945,1471209.7876589606
2946,1280778.13338775
2947,1290393.7148884442
2948,1275632.2357168621
2949,1330313.7350868464
2950,1164890.275687906
2951,1342192.7187454395
2952,1149792.6503311754
2953,1434940.0620193053
2954,1439317.1619774941
2955,1266526.8960633038
2956,1073217.3296281542
2957,1438178.188304164
2958,1402507.0373947187
2959,1285772.3045666614
2960,1380272.0557228443
2961,1169624.6257324
2962,1382205.2282761845
2963,1420577.7767917893
2964,1452514.7431722805
2965,1351714.1919444911
2966,1551805.0331444612
2967,1427739.6191987619
2968,1320041.364379724
2969,1345202.6735897437
2970,1423441.9983839893
2971,1310798.4924183777
2972,1203863.2714614733
2973,1298502.6400681597
2974,1322433.454821357
2975,906011.7975038548
2976,1425044.8617120758
2977,1458957.3733415992
2978,1352930.8614964879
2979,1148106.4828155164
2980,978239.7931726329
2981,1270091.359214648
2982,1250586.605865911
2983,1229876.3523977718
2984,1024376.615125338
2985,1080042.1246550172
2986,1275896.6112546558
2987,1433973.8513846751
2988,1415095.3921169052
2989,1492037.768851415
2990,1436705.171600507
2991,1337617.2799266158
2992,1235775.6135977383
2993,1461112.2033113306
2994,1348132.2860456032
2995,1488372.4054246224
2996,1355109.8079888066
2997,1192609.8626867963
2998,1328629.3815359613
2999,1374418.538451393
3000,1455818.559867764
3001,1247756.115214507
3002,1356247.7049729782
3003,1393443.1860102294
3004,1155192.646352308
3005,1216463.9150628706
3006,1449635.296724157
3007,1335267.63266469
3008,1449948.1564385456
3009,1065820.8563647685
3010,1237106.3783101614
3011,1305812.7904963868
3012,1584824.946044938
3013,1023650.8996940837
3014,1303436.3278372795
3015,1288141.1940731618
3016,1381493.0794678065
3017,1339107.6100463485
3018,1162640.2399020526
3019,1460628.8024507
3020,1598473.5442505693
3021,1335711.728732245
3022,1432827.8600992828
3023,1033523.7081714193
3024,1294019.8164058547
3025,1268821.798026423
3026,1408638.143960498
3027,1383874.8532263176
3028,1512322.874759947
3029,1391756.6553130937
3030,1180578.9917984167
3031,1381265.111804943
3032,1423026.3980025835
3033,1287788.7953585642
3034,1000579.0843645671
3035,1251650.8947812186
3036,959087.1858584373
3037,1431452.370085505
3038,1200350.7552224908
3039,1406146.030219559
3040,1341923.9797242372
3041,1297045.6872831236
3042,1146068.1968132239
3043,1451011.5203885308
3044,1412285.389037032
3045,1260938.799489528
3046,985874.8049505516
3047,1406019.7535927
3048,1342536.831204987
3049,1091398.3478381017
3050,1254912.3869187485
3051,1307130.6910636518
3052,927390.0531900019
3053,1532222.5839487528
3054,1090368.7305540352
3055,1447150.354020576
3056,1533185.8121146443
3057,1393901.3352027575
3058,1448686.0314643208
3059,1433331.1252144703
3060,1478594.3734277247
3061,1479685.8893108803
3062,1213333.8983398718
3063,1410507.01170828
3064,1203921.659524449
3065,1435562.0418159633
3066,1452874.1898572987
3067,1474228.990331327
3068,1465222.110883166
3069,1361908.1357168301
3070,1121312.4398373833
3071,1293219.2162556106
3072,1089692.5410638317
3073,1359840.9775133664
3074,1372177.8322655277
3075,1242573.7329111986
3076,1255666.39759588
3077,968518.447769314
3078,1475540.7329602987
3079,1292331.8433631524
3080,1641749.4798951582
3081,1183570.7481870789
3082,961200.9509715321
3083,1361098.136720884
3084,1485071.351330955
3085,1412946.3671883242
3086,1587080.051082225
3087,891021.7473317756
3088,1185545.9852065523
3089,1369803.0420983816
3090,1288114.1754825634
3091,1300017.3767269314
3092,1458737.7407884868
3093,1190694.74175498
3094,1425971.9829122138
3095,1255028.1216534132
3096,1370331.8149753436
3097,1509720.5895767433
3098,1115071.3367199192
3099,1082805.689441077
3100,1169741.1870657697
3101,1354573.5179153276
3102,1291399.2727022886
3103,1420394.0321064661
3104,1344512.1432994117
3105,1342697.8726788845
3106,1388223.4279640168
3107,1461279.3923232246
3108,1190508.965432234
3109,1221820.6227328205
3110,1400909.9239515918
3111,1296941.3374354183
3112,1554506.95681345
3113,1216433.5903319395
3114,1081948.569618913
3115,1283946.7775299433
3116,1361492.872511351
3117,1200993.4510403161
3118,1323855.3905813105
3119,1347261.2660173052
3120,1436172.4440628225
3121,1234970.0665943804
3122,1445436.266423009
3123,1283544.9854634432
3124,1300778.7450530455
3125,1448544.6293014039
3126,1433882.1278100954
3127,1384587.0869248589
3128,1314966.7554417774
3129,1482307.024563694
3130,1131651.388731803
3131,1215031.5115242666
3132,1359722.2205948934
3133,1309952.7718565085
3134,1357577.2615703605
3135,1190180.4477735749
3136,887132.7481310968
3137,1497079.1751754177
3138,931575.4945670792
3139,1360169.554784281
3140,1298974.2517523782
3141,1127063.6405196409
3142,984491.5722869633
3143,1356355.112921572
3144,1376621.6940644442
3145,1334331.6818702137
3146,1285449.9430367195
3147,1420042.7544977327
3148,1405418.9032731266
3149,1230179.8462495566
3150,1209751.8287949094
3151,1348322.7254925047
3152,1492477.4073538373
3153,1274998.0151434555
3154,1402653.2537379926
3155,1224199.0892814868
3156,1469956.1626538415
3157,1213715.71867082
3158,1403287.9467672876
3159,1274411.7300258852
3160,1075546.5995003541
3161,1425254.5559003463
3162,1297218.221262717
3163,1466946.837585595
3164,1420766.4358445946
3165,1306488.7983809083
3166,1362791.3617859806
3167,1416195.5450940263
3168,1159685.923818271
3169,1292755.593956329
3170,1441487.808368179
3171,1412355.3513653663
3172,1560312.7084922618
3173,1419332.1882968692
3174,1290514.2808069638
3175,962333.9223015725
3176,1597422.003453342
3177,1532351.2688432096
3178,1197933.4235128574
3179,983881.6086843526
3180,1416773.4783803097
3181,1263398.4849954585
3182,1562435.1747915419
3183,1471289.6365601895
3184,1242619.6837665376
3185,1537947.1088401487
3186,1159369.7372163467
3187,1367192.7346392316
3188,1212423.7385104513
3189,1389286.357107478
3190,1229948.94233797
3191,1463089.2394041116
3192,1063910.6618788855
3193,1318361.6709828738
3194,1243989.3601997977
3195,1360841.4314544594
3196,1614060.3371309142
3197,1307436.2251983648
3198,1136536.6057588707
3199,1418239.846354613
3200,1236527.8153882439
3201,1298870.0015592072
3202,1318903.615896832
3203,1485085.6951735371
3204,1287575.6063329368
3205,1418329.1584366735
3206,1331350.5804238932
3207,1424939.7525526183
3208,980319.5513409344
3209,1504718.8894743966
3210,1019968.5456613991
3211,1389384.8702040373
3212,1591342.5843512262
3213,1292133.1878716124
3214,1259307.1961199488
3215,1498212.427430104
3216,1519814.4498373247
3217,922885.885055309
3218,1420032.0546033112
3219,1402497.4044966425
3220,1315898.2477462909
3221,980240.6747520742
3222,1336884.5000348985
3223,1239551.5600687487
3224,1362056.0168403995
3225,1468485.408817204
3226,1380906.4071666421
3227,1449703.1687046767
3228,1467545.805196222
3229,1387450.3939710625
3230,1215855.9389716645
3231,1553899.7069235903
3232,1290523.1662351056
3233,1345879.048881926
3234,1142480.3417488555
3235,1225159.6570462156
3236,1120609.0546189046
3237,1291954.0011392974
3238,1217488.2709328241
3239,1359466.7126170406
3240,1405368.3483641355
3241,1442137.3940943459
3242,1359745.7332961154
3243,1488756.10555132
3244,1255706.383987036
3245,1206717.4487679051
3246,1377801.9941620326
3247,1307032.2064099328
3248,1011441.3505357979
3249,1224102.1211563693
3250,1377951.5778043077
3251,1404007.2520537144
3252,1302880.5518513813
3253,1453921.8151855818
3254,1285972.2689382005
3255,1384554.9757666516
3256,1270166.8490941757
3257,1334892.2549599665
3258,1085420.9025316823
3259,1348921.9417109976
3260,1133065.5516351722
3261,1437757.111603222
3262,1521624.5446193237
3263,1201468.1947374612
3264,1319049.0381859287
3265,1212448.9160848341
3266,1188142.0264692518
3267,1285705.7595722766
3268,1515032.2974723768
3269,1029589.3163938309
3270,1428113.099967729
3271,955933.1969461758
3272,1442460.9689456197
3273,1495692.9861540142
3274,1413800.0300759661
3275,1436167.8178846028
3276,1399076.2426739475
3277,1541386.2788214732
3278,1229110.9358614802
3279,1482683.5479532706
3280,1253396.7294666322
3281,1341401.6728385822
3282,1406374.9505822414
3283,1429679.0648373698
3284,1243458.2780864802
3285,1460029.62781876
3286,1562902.4335037943
3287,1265114.8430254902
3288,1536951.7733634068
3289,1309775.0479595747
3290,1412874.911720566
3291,1029951.5530691468
3292,1403327.6492380293
3293,1200381.8245471742
3294,1335114.798697996
3295,1202712.820266844
3296,1307676.8001633089
3297,1056689.5432898244
3298,1342641.6723513561
3299,1506012.3151399542
3300,1593125.9241832837
3301,1345314.1486447637
3302,1375821.8623484487
3303,1552133.6967918165
3304,1284671.2329132508
3305,1211163.2401640255
3306,1545522.0608171872
3307,1275742.0543347418
3308,1445612.5511492067
3309,1357279.5446095732
3310,1057962.2780384338
3311,1308084.173604879
3312,1316934.9604726264
3313,1019095.480527186
3314,1404666.227313044
3315,1418802.0463999796
3316,1418894.3067725957
3317,1300968.3574452419
3318,1377427.52192901
3319,1412254.529051416
3320,1439821.7337440911
3321,1053480.0058761097
3322,1328970.444221338
3323,1508332.2869495752
3324,1488280.6372563294
3325,993580.8930771195
3326,1290941.8878267708
3327,1512453.6675829052
3328,1147137.7998534522
3329,1454367.0545367135
3330,1351944.9878421745
3331,1429557.9037949953
3332,1418991.6462012029
3333,1158996.8415972467
3334,1403595.412262708
3335,1189114.2745539993
3336,1043288.7805651504
3337,1043217.2314025048
3338,1312301.7703477396
3339,1286626.3170119443
3340,1348930.4881018545
3341,1373923.456285597
3342,1235512.6550207667
3343,927519.0793076595
3344,1381324.190479179
3345,1454802.904181441
3346,1414718.6211307908
3347,1244060.944520321
3348,1381285.3675721674
3349,1467834.9759329804
3350,1361754.0117532269
3351,976691.1216197228
3352,1297343.7735358505
3353,1435120.7081014388
3354,1392899.3489858452
3355,1365420.2642065838
3356,1302399.3027487916
3357,1120726.2923838901
3358,1225127.935650815
3359,1460976.227014147
3360,1504722.0347016612
3361,1444714.7299461653
3362,1398893.0475180724
3363,1592273.2203431171
3364,1551775.0124419744
3365,1536328.9699936023
3366,1486410.6999288548
3367,1090321.6777752475
3368,1417527.5849528844
3369,1475603.9140425164
3370,972222.8803117938
3371,1284334.6480020331
3372,1318738.317760203
3373,1377928.813399254
3374,1076953.1089871486
3375,1286386.7778185727
3376,1449864.8907240927
3377,1337978.0343727774
3378,1336143.362462203
3379,1328605.042107167
3380,1362943.4120037227
3381,1317286.2981871024
3382,1362124.323309008
3383,1566376.449176227
3384,1263700.3939912647
3385,1127498.1455701592
3386,1329018.6758180147
3387,1431257.4052585596
3388,1246570.2938405932
3389,1269628.3027915733
3390,1308416.8957650254
3391,1313844.9509552598
3392,881605.974887999
3393,1284042.9275564728
3394,1284668.2220032515
3395,1424798.7312522938
3396,1458152.8733274213
3397,1195878.920055669
3398,1235778.6069281802
3399,1361788.856868392
3400,1228592.1024678105
3401,1382921.473765954
3402,1428996.0763105985
3403,1429561.8996967839
3404,1315507.6780471674
3405,1379375.725766853
3406,1191276.6329510082
3407,1221345.5369216565
3408,1088409.0656782242
3409,1349891.0648008576
3410,1391798.4156362484
3411,1183382.5609913894
3412,1306472.0132263266
3413,1250556.6872243017
3414,1346716.8327049073
3415,1282529.586375288
3416,1339319.1581524168
3417,1432891.1135830777
3418,1183256.217568138
3419,1270523.032684023
3420,1326835.7580850818
3421,1260912.6587600785
3422,1401597.0836871474
3423,1616698.1551886345
3424,1394934.9234379008
3425,1295935.5810692147
3426,1488427.3902992357
3427,1281590.7311589937
3428,1447488.7088035014
3429,1251282.1175452222
3430,1307684.993477845
3431,1036795.8868295271
3432,1489652.0380485049
3433,1263403.8169016119
3434,1490234.8842700878
3435,1243742.1050023008
3436,1275393.095673586
3437,1469340.3875929771
3438,1511323.9299258278
3439,1272856.907061231
3440,1454726.4147352723
3441,1330186.663867499
3442,1298012.8817534957
3443,1238206.0041658455
3444,1604701.756292279
3445,1298568.7515153927
3446,1283465.8272585608
3447,1230419.2111815822
3448,1279655.2612040138
3449,956492.4281897439
3450,1204411.6435449582
3451,1148231.426079762
3452,1186529.754997582
3453,1314091.2944695284
3454,1367399.8997147717
3455,1377116.8332027656
3456,1195913.9570588556
3457,1142968.6963443707
3458,1291750.585955981
3459,1559223.7911524724
3460,1457232.3073460537
3461,1350566.6463923762
3462,1308890.1591954834
3463,1306040.508096809
3464,1358060.4779646818
3465,1390439.1746095167
3466,1455291.5108211988
3467,1541479.4770809612
3468,1403558.949900777
3469,859432.3973951288
3470,1480946.7992128385
3471,1374560.2486997726
3472,1459167.977781691
3473,1067132.8114562565
3474,835593.6132300888
3475,1326662.3285328266
3476,1437515.9910911366
3477,1256421.9380184861
3478,1414090.0215954501
3479,1347625.7172063186
3480,1331612.6983625665
3481,1380573.268142424
3482,1511841.05765132
3483,1433549.6223643734
3484,926626.8718192622
3485,1498330.7286207278
3486,1136369.8559288594
3487,1098289.5521569254
3488,1303319.6107906764
3489,1362608.1697034095
3490,1371326.018966875
3491,1316377.6047036087
3492,1304203.8197963259
3493,1530864.8394599343
3494,1351991.3990400906
3495,1526681.0671727613
3496,1169946.8101853055
3497,1395127.5009244885
3498,1384907.1757783655
3499,1447450.4806436484
